iteration,particle_id,units,lr,batch,dropout,cost
9,5,78.20944035428954,0.01,35.80651751891174,0.5,124368091.60950856
9,6,73.68087106868062,0.01,99.71781323104052,0.42318746062131246,120994706.69753276
9,7,126.0768753458516,0.01,51.92446332387338,0.48392695796311885,143574367.7132913
9,8,67.96174283563033,0.01,70.55709817724912,0.4458202830685431,128500718.86631945
9,9,83.72480120588786,0.01,87.2801391115543,0.49678881750048337,145249602.73429152
9,10,93.96991134775705,0.01,38.24801167942212,0.49438128953774785,121595481.98552686
9,11,69.85579935115197,0.01,37.0749253211924,0.495111581582051,230632658.72679627
9,12,67.78541779861867,0.01,16.0,0.4622004647644818,225835362.18255877
9,13,100.89305567118964,0.01,89.03133064514185,0.4306709168929861,122012010.61917402
9,14,59.95606580936436,0.01,128.0,0.47265428236825335,109136532.3226162
9,15,60.53169788330372,0.01,128.0,0.4638451765067261,175027533.86975828
9,16,91.52219450504214,0.01,46.682407821851285,0.41194768049022473,124035983.27600828
9,17,95.82117287317622,0.01,52.17786465123674,0.4679243335087981,153887251.0303152
9,18,89.35924400381535,0.01,55.3459840539784,0.4633172504528457,157514498.6808394
9,19,98.96436353992006,0.01,106.37807977713,0.5,111058486.11488383
9,20,48.452783451293996,0.01,36.15212014570648,0.45919073224554746,284049271.0499633
10,1,69.72128334377814,0.01,128.0,0.4922462075928677,139916921.57976094
10,2,98.18178208884191,0.01,42.84852919184786,0.5,133625318.29338612
10,3,73.14923367442006,0.01,128.0,0.4720213615007056,130551029.34373331
10,4,73.83829216764813,0.01,128.0,0.5,121426798.92656586
10,5,59.458380458756665,0.01,128.0,0.5,240307142.37209535
10,6,32.29717884418757,0.01,128.0,0.5,143672747.87942374
10,7,128.0,0.01,65.54055144305542,0.5,132931511.11543469
10,8,68.45909302244799,0.01,128.0,0.5,262613470.54575655
10,9,50.9550371271007,0.01,128.0,0.5,202925410.52582467
10,10,46.38453706970672,0.01,62.76040796558185,0.5,186732564.98801416
10,11,54.982856269021276,0.01,128.0,0.5,120188849.54886153
10,12,50.355712773837546,0.01,16.0,0.5,218584174.56293404
10,13,41.05610264677901,0.01,128.0,0.4517912896365185,118825446.43591414
10,14,33.85759698251236,0.01,128.0,0.4535122800260307,127470032.94459471
10,15,62.993988540547065,0.01,128.0,0.4757873650228818,114785567.29164998
10,16,86.49693646431078,0.01,128.0,0.44149345998236755,201612328.31812567
10,17,43.20417508118061,0.01,60.954330827022844,0.47888227399840905,135156915.682709
10,18,49.29383545282764,0.01,86.540957840701,0.4587054565539594,121742778.35874067
10,19,109.09622199313895,0.01,107.2195160528603,0.5,150867912.0603132
10,20,92.3854773367806,0.01,27.170719491917303,0.4475553300969022,284380563.5337207
